编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#在7、8月份，伦敦比北京	气温高，日较差大!@#y!@#在 7、8月份 ， 伦敦 比 北京 气温 高 ， 日较差 大!@#在 7 、 8月份 ， 伦敦 比 北京 气温 高 ， 日较差 大!@#在 7、8月份 ， 伦敦 比 北京 气温 高 ， 日较差 大!@#在 7 、 8月份 ， 伦敦 比 北京 气温 高 ， 日较差 大!@#P time PU loc P loc NN VA PU NN VA!@#P NR PU NR P NR NN VA PU NN VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (IP (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京) (NN 气温))) (VP (VA 高)))) (PU ，) (IP (NP (NN 日较差)) (VP (VA 大)))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,气温,北京,气温,高)比较_2(伦敦,日较差,北京,日较差,大)!@#时间限定 比较!@#1_4 2_4!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#时间状语!@#自定义类别!@#!@#!@#
1-A-0!@#在7、8月份，伦敦比北京	气温高!@#ed-ori!@#在 7、8月份 ， 伦敦 比 北京 气温 高!@#在 7 、 8月份 ， 伦敦 比 北京 气温 高!@#在 7、8月份 ， 伦敦 比 北京 气温 高!@#在 7 、 8月份 ， 伦敦 比 北京 气温 高!@#P time PU loc P loc NN VA!@#P NR PU NR P NR NN VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京) (NN 气温))) (VP (VA 高)))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,气温,北京,气温,高)!@#时间限定 比较!@#1_4!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
1-A-1!@#在7、8月份，伦敦比北京	气温日较差大!@#ed-mod!@#在 7、8月份 ， 伦敦 比 北京 气温 日较差 大!@#在 7 、 8月份 ， 伦敦 比 北京 气温 日较差 大!@#在 7、8月份 ， 伦敦 比 北京 气温日较差 大!@#在 7 、 8月份 ， 伦敦 比 北京 气温日较差 大!@#P time PU loc P loc NN NN VA!@#P NR PU NR P NR NN NN VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (VP (PP (P 比) (NP (NP (NR 北京)) (NP (NN 气温) (NN 日较差)))) (VP (VA 大)))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,日较差,北京,日较差,大)!@#时间限定 比较!@#1_4!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
1-B!@#在7、8月份，伦敦比北京	风小雾大，降水多!@#y!@#在 7、8月份 ， 伦敦 比 北京 风 小 雾 大 ， 降水 多!@#在 7 、 8月份 ， 伦敦 比 北京 风 小 雾 大 ， 降水 多!@#在 7、8月份 ， 伦敦 比 北京 风 小 雾 大 ， 降水 多!@#在 7 、 8月份 ， 伦敦 比 北京 风 小 雾 大 ， 降水 多!@#P time PU loc P loc NN VA NN VA PU VV VA!@#P NR PU NR P NR NN VA NN VA PU NN VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (PP (P 比) (NP (NR 北京))) (IP (NP (NN 风)) (VP (VA 小))) (IP (NP (NN 雾)) (VP (VA 大))) (PU ，) (IP (VP (IP (VP (VV 降水))) (VP (VA 多))))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,风,北京,风,小)比较_2(伦敦,雾,北京,雾,大)比较_3(伦敦,降水,北京,降水,多)!@#时间限定 比较!@#1_4 2_4 3_4!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#!@#
1-B-0!@#在7、8月份，伦敦比北京	风小雾大!@#ed-ori!@#在 7、8月份 ， 伦敦 比 北京 风 小 雾 大!@#在 7 、 8月份 ， 伦敦 比 北京 风 小 雾 大!@#在 7、8月份 ， 伦敦 比 北京 风 小 雾 大!@#在 7 、 8月份 ， 伦敦 比 北京 风 小 雾 大!@#P time PU loc P loc NN VA NN VA!@#P NR PU NR P NR NN VA NN VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (PP (P 比) (NP (NR 北京))) (IP (NP (NN 风)) (VP (VA 小))) (IP (NP (NN 雾)) (VP (VA 大)))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,风,北京,风,小)比较_2(伦敦,雾,北京,雾,大)!@#时间限定 比较!@#1_4 2_4!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
1-B-1!@#在7、8月份，伦敦比北京	降水多!@#ed-ori!@#在 7、8月份 ， 伦敦 比 北京 降水 多!@#在 7 、 8月份 ， 伦敦 比 北京 降水 多!@#在 7、8月份 ， 伦敦 比 北京 降水 多!@#在 7 、 8月份 ， 伦敦 比 北京 降水 多!@#P time PU loc P loc VV VA!@#P NR PU NR P NR NN VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京))) (VP (VP (VV 降水)) (VP (VA 多))))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,降水,北京,降水,多)!@#时间限定 比较!@#1_4!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
1-C!@#在7、8月份，伦敦比北京	正午太阳高度角小!@#None!@#在 7、8月份 ， 伦敦 比 北京 正午太阳高度角 小!@#在 7 、 8月份 ， 伦敦 比 北京 正午 太阳 高度 角 小!@#在 7、8月份 ， 伦敦 比 北京 正午太阳高度角 小!@#在 7 、 8月份 ， 伦敦 比 北京 正午太阳高度角 小!@#P time PU loc P loc term VA!@#P NR PU NR P NR NN VA!@#1!@#1!@#3 5!@#6!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京) (NN 正午太阳高度角))) (VP (VA 小)))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,正午太阳高度角,北京,正午太阳高度角,小)!@#时间限定 比较!@#1_4!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
1-D!@#在7、8月份，伦敦比北京	日出晚，昼短夜长!@#y!@#在 7、8月份 ， 伦敦 比 北京 日出 晚 ， 昼 短 夜 长!@#在 7 、 8月份 ， 伦敦 比 北京 日出 晚 ， 昼 短 夜 长!@#在 7、8月份 ， 伦敦 比 北京 日出 晚 ， 昼 短 夜 长!@#在 7 、 8月份 ， 伦敦 比 北京 日出 晚 ， 昼 短 夜 长!@#P time PU loc P loc VV NN PU NN VA NN VA!@#P NR PU NR P NR VV VA PU NN VA NN VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京))) (VP (VV 日出) (NP (NN 晚))))) (PU ，) (IP (NP (NN 昼)) (VP (VA 短))) (IP (NP (NN 夜)) (VP (VA 长)))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,日出,北京,日出,晚)比较_2(伦敦,昼,北京,昼,短)比较_3(伦敦,夜,北京,夜,长)!@#时间限定 比较!@#1_4 2_4 3_4!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#!@#
1-D-0!@#在7、8月份，伦敦比北京	日出晚!@#ed-ori!@#在 7、8月份 ， 伦敦 比 北京 日出 晚!@#在 7 、8月份 ， 伦敦 比 北京 日出 晚!@#在 7、8月份 ， 伦敦 比 北京 日出 晚!@#在 7 、 8月份 ， 伦敦 比 北京 日出 晚!@#P time PU loc P loc VV VA!@#P NR PU NR P NR VV VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京))) (VP (VP (VV 日出)) (VP (VA 晚))))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,日出,北京,日出,晚)!@#时间限定 比较!@#1_4!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
1-D-1!@#在7、8月份，伦敦比北京	昼短夜长!@#ed-ori!@#在 7、8月份 ， 伦敦 比 北京 昼 短 夜 长!@#在 7 、 8月份 ， 伦敦 比 北京 昼 短 夜 长!@#在 7、8月份 ， 伦敦 比 北京 昼 短 夜 长!@#在 7 、 8月份 ， 伦敦 比 北京 昼 短 夜 长!@#P time PU loc P loc NN VA NN VA!@#P NR PU NR P NR NN VA NN VA!@#1!@#1!@#3 5!@#!@#5!@#!@#!@#( (IP (PP (P 在) (NP (NT 7、8月份))) (PU ，) (IP (NP (NR 伦敦)) (VP (PP (P 比) (NP (NR 北京) (NN 昼))) (VP (VA 短)))) (IP (NP (NN 夜)) (VP (VA 长)))) )!@#!@#!@#!@#时间限定_0(7、8月份,0)比较_1(伦敦,昼,北京,昼,短)比较_2(伦敦,夜,北京,夜,长)!@#时间限定 比较!@#1_4 2_4!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
