编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#人类在探月过程中发现，月球表面覆盖着厚厚的月壤。月壤的形成主要是由于月球表面	平均温度过低!@#None!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 平均 温度 过 低!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 平均 温度 过 低!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 平均 温度 过 低!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 平均 温度 过 低!@#!@#NN P NN NN LC VV PU NN NN VV AS VA DEC NN PU NN DEG NN AD VC P NN NN JJ NN AD VA!@#!@#!@#!@#7 21!@#!@#!@#!@#!@#原因_0(月壤的形成,月球表面平均温度过低)!@#原因!@#0_20!@#其他陈述_0(月球,表面平均温度,过低)!@#其他陈述!@#!@#21-26!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#名词短语+动词短语!@#20!@#!@#
1-B!@#人类在探月过程中发现，月球表面覆盖着厚厚的月壤。月壤的形成主要是由于月球表面	平均温度过高!@#None!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 平均 温度 过 高!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 平均 温度 过 高!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 平均 温度 过 高!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 平均 温度 过 高!@#!@#NN P NN NN LC VV PU NN NN VV AS VA DEC NN PU NN DEG NN AD VC P NN NN JJ NN AD VA!@#!@#!@#!@#7 21!@#!@#!@#!@#!@#原因_0(月壤的形成,月球表面平均温度过高)!@#原因!@#0_20!@#其他陈述_0(月球,表面平均温度,过高)!@#其他陈述!@#!@#21-26!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
1-C!@#人类在探月过程中发现，月球表面覆盖着厚厚的月壤。月壤的形成主要是由于月球表面	温度变化无常!@#None!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 温度 变化 无常!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 温度 变化 无常!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 温度 变化 无常!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 温度 变化 无常!@#!@#NN P NN NN LC VV PU NN NN VV AS VA DEC NN PU NN DEG NN AD VC P NN NN NN NN VA!@#!@#!@#!@#7 21!@#!@#!@#!@#!@#原因_0(月壤的形成,月球表面温度变化无常)!@#原因!@#0_20!@#其他陈述_0(月球,表面温度,变化无常)!@#其他陈述!@#!@#21-25!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
1-D!@#人类在探月过程中发现，月球表面覆盖着厚厚的月壤。月壤的形成主要是由于月球表面	昼夜温差过大!@#None!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 昼夜温差 过 大!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球 表面 昼夜 温差 过 大!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球表 面昼 夜 温差 过 大!@#人类 在 探月 过程 中 发现 ， 月球 表面 覆盖 着 厚厚 的 月壤 。 月壤 的 形成 主要 是 由于 月球表 面昼 夜 温差 过 大!@#!@#NN P NN NN LC VV PU NN NN VV AS VA DEC NN PU NN DEG NN AD VC P NN NN VV AS VA!@#!@#!@#!@#7 21!@#!@#!@#!@#!@#原因_0(月壤的形成,月球表面昼夜温差过大)!@#原因!@#0_20!@#其他陈述_0(月球,表面昼夜温差,过大)!@#其他陈述!@#!@#21-25!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-A!@#2018年我国将发射嫦娥4号飞行器，实现人类首次在月球背面软着陆。飞行器在月球表面会受到诸多来自宇宙空间的威胁，其中人类难以估计的威胁可能是月球表面	空气太稀薄!@#None!@#2018年 我国 将 发射 嫦娥4号 飞行器 ， 实现 人类 首次 在 月球 背面 软着陆 。 飞行器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 空气 太 稀薄!@#2018年 我国 将 发射 嫦娥4号 飞行器 ， 实现 人类 首次 在 月球 背面 软着陆 。 飞行器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 空气 太 稀薄!@#2018年 我国 将 发射 嫦 娥 4号 飞行 器 ， 实现 人类 首 次 在 月球 背面 软着陆 。 飞行 器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球表 面空 气太 稀薄!@#2018年 我国 将 发射 嫦 娥 4 号 飞行 器 ， 实现 人类 首 次 在 月球 背面 软着陆 。 飞行 器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球表 面空 气太 稀薄!@#!@#NT NR AD VV VV NN PU VV NN AD P NN NN NN PU NN P NN NN VV VV CD VV NN NN DEG NN PU NN NN AD VV DEC NN AD VC NN NN NN AD VA!@#0!@#!@#1!@#11 17 36!@#!@#!@#!@#!@#!@#!@#!@#指示_0(飞行器在月球表面会受到诸多来自宇宙空间的威胁，其中人类难以估计的威胁,月球表面空气太稀薄)!@#指示!@#0_35!@#14-40!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# 陈述句!@#名词短语+动词短语!@#35!@#!@#
2-B!@#2018年我国将发射嫦娥4号飞行器，实现人类首次在月球背面软着陆。飞行器在月球表面会受到诸多来自宇宙空间的威胁，其中人类难以估计的威胁可能是月球表面	宇宙辐射太强!@#None!@#2018年 我国 将 发射 嫦娥4号 飞行器 ， 实现 人类 首次 在 月球 背面 软着陆 。 飞行器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 宇宙辐射 太 强!@#2018年 我国 将 发射 嫦娥4号 飞行器 ， 实现 人类 首次 在 月球 背面 软着陆 。 飞行器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 宇宙辐射 太 强!@#2018年 我国 将 发射 嫦 娥 4号 飞行 器 ， 实现 人类 首 次 在 月球 背面 软着陆 。 飞行 器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球表 面宇 宙辐 射太 强!@#2018年 我国 将 发射 嫦 娥 4 号 飞行 器 ， 实现 人类 首 次 在 月球 背面 软着陆 。 飞行 器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球表 面宇 宙辐 射太 强!@#!@#NT NR AD VV VV NN PU VV NN AD P NN NN NN PU NN P NN NN VV VV CD VV NN NN DEG NN PU NN NN AD VV DEC NN AD VC NN NN NN AD VA!@#0!@#!@#1!@#11 17 36 38!@#!@#!@#!@#!@#!@#!@#!@#指示_0(飞行器在月球表面会受到诸多来自宇宙空间的威胁，其中人类难以估计的威胁,月球表面宇宙辐射太强)!@#指示!@#0_35!@#14-40!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-C!@#2018年我国将发射嫦娥4号飞行器，实现人类首次在月球背面软着陆。飞行器在月球表面会受到诸多来自宇宙空间的威胁，其中人类难以估计的威胁可能是月球表面	陨石撞击太多!@#None!@#2018年 我国 将 发射 嫦娥4号 飞行器 ， 实现 人类 首次 在 月球 背面 软着陆 。 飞行器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 陨石 撞击 太 多!@#2018年 我国 将 发射 嫦娥4号 飞行器 ， 实现 人类 首次 在 月球 背面 软着陆 。 飞行器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 陨石 撞击 太 多!@#2018年 我国 将 发射 嫦 娥 4号 飞行 器 ， 实现 人类 首 次 在 月球 背面 软着陆 。 飞行 器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 陨石 撞击 太 多!@#2018年 我国 将 发射 嫦 娥 4 号 飞行 器 ， 实现 人类 首 次 在 月球 背面 软着陆 。 飞行 器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 陨石 撞击 太 多!@#!@#NT NR AD VV VV NN PU VV NN AD P NN NN NN PU NN P NN NN VV VV CD VV NN NN DEG NN PU NN NN AD VV DEC NN AD VC NN NN NN NN AD VA!@#0!@#!@#1!@#11 17 36!@#!@#!@#!@#!@#!@#!@#!@#指示_0(飞行器在月球表面会受到诸多来自宇宙空间的威胁，其中人类难以估计的威胁,月球表面陨石撞击太多)!@#指示!@#0_35!@#14-41!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-D!@#2018年我国将发射嫦娥4号飞行器，实现人类首次在月球背面软着陆。飞行器在月球表面会受到诸多来自宇宙空间的威胁，其中人类难以估计的威胁可能是月球表面	月球引力太小!@#None!@#2018年 我国 将 发射 嫦娥4号 飞行器 ， 实现 人类 首次 在 月球 背面 软着陆 。 飞行器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 月球引力 太 小!@#2018年 我国 将 发射 嫦娥4号 飞行器 ， 实现 人类 首次 在 月球 背面 软着陆 。 飞行器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球 表面 月球引力 太 小!@#2018年 我国 将 发射 嫦 娥 4号 飞行 器 ， 实现 人类 首 次 在 月球 背面 软着陆 。 飞行 器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球表 面月 球引力 太 小!@#2018年 我国 将 发射 嫦 娥 4 号 飞行 器 ， 实现 人类 首 次 在 月球 背面 软着陆 。 飞行 器 在 月球 表面 会 受到 诸多 来自 宇宙 空间 的 威胁 ， 其中 人类 难以 估计 的 威胁 可能 是 月球表 面月 球引力 太 小!@#!@#NT NR AD VV VV NN PU VV NN AD P NN NN NN PU NN P NN NN VV VV CD VV NN NN DEG NN PU NN NN AD VV DEC NN AD VC NN NN NN AD VA!@#0!@#!@#1!@#11 17 36!@#!@#!@#!@#!@#!@#!@#!@#指示_0(飞行器在月球表面会受到诸多来自宇宙空间的威胁，其中人类难以估计的威胁,月球表面月球引力太小)!@#指示!@#0_35!@#14-40!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
3-A!@#当月球出现在天际最高位置甲处时，其月相是	满月!@#None!@#当 月球 出现 在 天际 最 高 位置 甲处 时 ， 其 月相 是 满月!@#当 月球 出现 在 天际 最 高 位置 甲处 时 ， 其 月相 是 满月!@#当月 球 出现 在 天际最 高 位置 甲处 时 ， 其月 相 是 满月!@#当月 球 出现 在 天际最 高 位置 甲处 时 ， 其月 相 是 满月!@#!@#P NN VV P NN AD JJ NN NN LC PU PN NN VC NN!@#0 1 2 3 4 5 6 7 8 9!@#!@#!@#12 14!@#!@#!@#!@#!@#!@#!@#!@#指示_0(当月球出现在天际最高位置甲处时，其月相,满月)!@#指示!@#0_13!@#0-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@# 时间状语!@#名词短语+动词短语!@#13!@#!@#
3-B!@#当月球出现在天际最高位置甲处时，其月相是	上弦月!@#None!@#当 月球 出现 在 天际 最 高 位置 甲处 时 ， 其 月相 是 上弦月!@#当 月球 出现 在 天际 最 高 位置 甲处 时 ， 其 月相 是 上弦月!@#当月 球 出现 在 天际最 高 位置 甲处 时 ， 其月 相 是 上弦月!@#当月 球 出现 在 天际最 高 位置 甲处 时 ， 其月 相 是 上弦月!@#!@#P NN VV P NN AD JJ NN NN LC PU PN NN VC NN!@#0 1 2 3 4 5 6 7 8 9!@#!@#!@#12 14!@#!@#!@#!@#!@#!@#!@#!@#指示_0(当月球出现在天际最高位置甲处时，其月相,上弦月)!@#指示!@#0_13!@#0-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
