编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#目前，人类已知月球上的能源有	生物能、风能!@#None!@#目前 ， 人类 已 知 月球 上 的 能源 有 生物能 、 风能!@#目前 ， 人类 已 知 月球 上 的 能源 有 生物能 、 风能!@#目前 ， 人类 已 知 月球 上 的 能源 有 生物能 、 风能!@#目前 ， 人类 已 知 月球 上 的 能源 有 生物能 、 风能!@#time PU NN AD VV NN LC DEG NN VE NN PU NN!@#NT PU NN AD VV NN LC DEG NN VE NN PU NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (NN 人类)) (VP (ADVP (AD 已)) (VP (VV 知) (IP (NP (DNP (LCP (NP (NN 月球)) (LC 上)) (DEG 的)) (NP (NN 能源))) (VP (VE 有) (NP (NN 生物能) (PU 、) (NN 风能))))))) )!@#!@#!@#!@#其他陈述_0(月球上的能源,有,生物能、风能)!@#其他陈述!@#!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#时间状语!@#名词短语+动词短语!@#9!@#0-4!@#
1-B!@#目前，人类已知月球上的能源有	核能、潮汐能!@#None!@#目前 ， 人类 已 知 月球 上 的 能源 有 核能 、 潮汐能!@#目前 ， 人类 已 知 月球 上 的 能源 有 核能 、 潮汐能!@#目前 ， 人类 已 知 月球 上 的 能源 有 核能 、 潮汐能!@#目前 ， 人类 已 知 月球 上 的 能源 有 核能 、 潮汐能!@#time PU NN AD VV NN LC DEG NN VE NN PU NN!@#NT PU NN AD VV NN LC DEG NN VE NN PU NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (NN 人类)) (VP (ADVP (AD 已)) (VP (VV 知) (IP (NP (DNP (LCP (NP (NN 月球)) (LC 上)) (DEG 的)) (NP (NN 能源))) (VP (VE 有) (NP (NN 核能) (PU 、) (NN 潮汐能))))))) )!@#!@#!@#!@#其他陈述_0(月球上的能源,有,核能、潮汐能)!@#其他陈述!@#!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#0-4!@#
1-C!@#目前，人类已知月球上的能源有	潮汐能、太阳能!@#None!@#目前 ， 人类 已 知 月球 上 的 能源 有 潮汐能 、 太阳能!@#目前 ， 人类 已 知 月球 上 的 能源 有 潮汐能 、 太阳能!@#目前 ， 人类 已 知 月球 上 的 能源 有 潮汐能 、 太阳能!@#目前 ， 人类 已 知 月球 上 的 能源 有 潮汐能 、 太阳能!@#time PU NN AD VV NN LC DEG NN VE NN PU NN!@#NT PU NN AD VV NN LC DEG NN VE NN PU NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (NN 人类)) (VP (ADVP (AD 已)) (VP (VV 知) (IP (NP (DNP (LCP (NP (NN 月球)) (LC 上)) (DEG 的)) (NP (NN 能源))) (VP (VE 有) (NP (NN 潮汐能) (PU 、) (NN 太阳能))))))) )!@#!@#!@#!@#其他陈述_0(月球上的能源,有,潮汐能、太阳能)!@#其他陈述!@#!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#0-4!@#
1-D!@#目前，人类已知月球上的能源有	太阳能、核能!@#None!@#目前 ， 人类 已 知 月球 上 的 能源 有 太阳能 、 核能!@#目前 ， 人类 已 知 月球 上 的 能源 有 太阳能 、 核能!@#目前 ， 人类 已 知 月球 上 的 能源 有 太阳能 、 核能!@#目前 ， 人类 已 知 月球 上 的 能源 有 太阳能 、 核能!@#time PU NN AD VV NN LC DEG NN VE NN PU NN!@#NT PU NN AD VV NN LC DEG NN VE NN PU NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (NN 人类)) (VP (ADVP (AD 已)) (VP (VV 知) (IP (NP (DNP (LCP (NP (NN 月球)) (LC 上)) (DEG 的)) (NP (NN 能源))) (VP (VE 有) (NP (NN 太阳能) (PU 、) (NN 核能))))))) )!@#!@#!@#!@#其他陈述_0(月球上的能源,有,太阳能、核能)!@#其他陈述!@#!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#0-4!@#
2-A!@#一般情况下，图1中表示北京地区电视收视率变化的曲线是	①!@#None!@#一般 情况 下 ， 图1 中 表示 北京地区 电视 收视率 变化 的 曲线 是 ①!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ①!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ①!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ①!@#JJ NN LC PU NN LC VV loc NN NN NN DEG NN VC NN!@#JJ NN LC PU NN LC VV NR NN NN NN DEG NN VC NN!@#!@#!@#7!@#!@#!@#!@#!@#( (IP (LCP (NP (ADJP (JJ 一般)) (NP (NN 情况))) (LC 下)) (PU ，) (NP (LCP (NP (NN 图1)) (LC 中)) (DNP (NP (CP (IP (VP (VV 表示) (NP (NP (NR 北京地区) (NN 电视)) (NP (NN 收视率)))))) (NP (NN 变化))) (DEG 的)) (NP (NN 曲线))) (VP (VC 是) (NP (NN ①)))) )!@#!@#!@#!@#指示_0(北京地区电视收视率变化曲线, ①)!@#指示!@#0_13!@#7-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#自定义类别!@#名词短语+动词短语!@#13!@#0-6 11!@#
2-B!@#一般情况下，图1中表示北京地区电视收视率变化的曲线是	②!@#None!@#一般 情况 下 ， 图1 中 表示 北京地区 电视 收视率 变化 的 曲线 是 ②!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ②!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ②!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ②!@#JJ NN LC PU NN LC VV loc NN NN NN DEG NN VC NN!@#JJ NN LC PU NN LC VV NR NN NN NN DEG NN VC NN!@#!@#!@#7!@#!@#!@#!@#!@#( (IP (LCP (NP (ADJP (JJ 一般)) (NP (NN 情况))) (LC 下)) (PU ，) (NP (LCP (NP (NN 图1)) (LC 中)) (DNP (NP (CP (IP (VP (VV 表示) (NP (NP (NR 北京地区) (NN 电视)) (NP (NN 收视率)))))) (NP (NN 变化))) (DEG 的)) (NP (NN 曲线))) (VP (VC 是) (NP (NN ②)))) )!@#!@#!@#!@#指示_0(北京地区电视收视率变化曲线,②)!@#指示!@#0_13!@#7-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-6 11!@#
2-C!@#一般情况下，图1中表示北京地区电视收视率变化的曲线是	③!@#None!@#一般 情况 下 ， 图1 中 表示 北京地区 电视 收视率 变化 的 曲线 是 ③!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ③!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ③!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ③!@#JJ NN LC PU NN LC VV loc NN NN NN DEG NN VC NN!@#JJ NN LC PU NN LC VV NR NN NN NN DEG NN VC NN!@#!@#!@#7!@#!@#!@#!@#!@#( (IP (LCP (NP (ADJP (JJ 一般)) (NP (NN 情况))) (LC 下)) (PU ，) (NP (LCP (NP (NN 图1)) (LC 中)) (DNP (NP (CP (IP (VP (VV 表示) (NP (NP (NR 北京地区) (NN 电视)) (NP (NN 收视率)))))) (NP (NN 变化))) (DEG 的)) (NP (NN 曲线))) (VP (VC 是) (NP (NN ③)))) )!@#!@#!@#!@#指示_0(北京地区电视收视率变化曲线,③)!@#指示!@#0_13!@#7-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-6 11!@#
2-D!@#一般情况下，图1中表示北京地区电视收视率变化的曲线是	④!@#None!@#一般 情况 下 ， 图1 中 表示 北京地区 电视 收视率 变化 的 曲线 是 ④!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ④!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ④!@#一般 情况 下 ， 图1 中 表示 北京 地区 电视 收视率 变化 的 曲线 是 ④!@#JJ NN LC PU NN LC VV loc NN NN NN DEG NN VC NN!@#JJ NN LC PU NN LC VV NR NN NN NN DEG NN VC NN!@#!@#!@#7!@#!@#!@#!@#!@#( (IP (LCP (NP (ADJP (JJ 一般)) (NP (NN 情况))) (LC 下)) (PU ，) (NP (LCP (NP (NN 图1)) (LC 中)) (DNP (NP (CP (IP (VP (VV 表示) (NP (NP (NR 北京地区) (NN 电视)) (NP (NN 收视率)))))) (NP (NN 变化))) (DEG 的)) (NP (NN 曲线))) (VP (VC 是) (NP (NN ④)))) )!@#!@#!@#!@#指示_0(北京地区电视收视率变化曲线,④)!@#指示!@#0_13!@#7-14!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#0-6 11!@#
3-A!@#如果该图为在大气环流模式，S线代表地球表面，则	E处气温比H处高!@#None!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 E处 气温 比 H处 高!@#如果 该 图 为 在 大气 环流 模式 ， S线 代表 地球 表面 ， 则 E处 气温 比 H处 高!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 E处 气温 比 H处 高!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 E处 气温 比 H处 高!@#CS DT NN VC P term NN PU NN VV NN NN PU AD NN NN P NN VA!@#CS DT NN VC P NN NN PU NN VV NN NN PU AD NN NN P NN VA!@#!@#!@#!@#5!@#5!@#!@#!@#( (IP (CP (ADVP (CS 如果)) (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VC 为) (NP (PP (P 在) (NP (NN 大气环流))) (NP (NN 模式)))))) (PU ，) (IP (NP (NN S线)) (VP (VV 代表) (NP (NN 地球) (NN 表面)))) (PU ，) (IP (NP (ADVP (AD 则)) (NP (NN E处) (NN 气温))) (VP (PP (P 比) (NP (NN H处))) (VP (VA 高))))) )!@#!@#!@#!@#比较_0(E处,气温,H处,＃,高)!@#比较!@#0_16!@#14-18!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#条件状语!@#自定义类别!@#!@#0 13!@#1-12
3-B!@#如果该图为在大气环流模式，S线代表地球表面，则	F处气压比G处低!@#None!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 F处 气压 比 G处 低!@#如果 该 图 为 在 大气 环流 模式 ， S线 代表 地球 表面 ， 则 F处 气压 比 G处 低!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 F处 气压 比 G处 低!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 F处 气压 比 G处 低!@#CS DT NN VC P term NN PU NN VV NN NN PU AD NN NN P NN VA!@#CS DT NN VC P NN NN PU NN VV NN NN PU AD NN NN P NN VA!@#!@#!@#!@#5!@#5!@#!@#!@#( (IP (CP (ADVP (CS 如果)) (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VC 为) (NP (PP (P 在) (NP (NN 大气环流))) (NP (NN 模式)))))) (PU ，) (IP (NP (NN S线)) (VP (VV 代表) (NP (NN 地球) (NN 表面)))) (PU ，) (IP (ADVP (AD 则)) (NP (NN F处) (NN 气压)) (VP (PP (P 比) (NP (NN G处))) (VP (VA 低))))) )!@#!@#!@#!@#比较_0(F处,气压,G处,＃,低)!@#比较!@#0_16!@#14-18!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0 13!@#1-12
3-C!@#如果该图为在大气环流模式，S线代表地球表面，则	气流②自西向东运动!@#None!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 气流 ② 自 西 向 东 运动!@#如果 该 图 为 在 大气 环流 模式 ， S线 代表 地球 表面 ， 则 气流 ② 自 西 向 东 运动!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 气流② 自 西 向东 运动!@#如果 该 图 为 在 大气环流 模式 ， S线 代表 地球 表面 ， 则 气流② 自 西 向 东 运动!@#CS DT NN VC P term NN PU NN VV NN NN PU AD NN NN P NN P NN NN!@#CS DT NN VC P NN NN PU NN VV NN NN PU AD NN NN P NN P NN NN!@#!@#!@#!@#5!@#5!@#!@#!@#( (IP (CP (ADVP (CS 如果)) (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VC 为) (NP (PP (P 在) (NP (NN 大气环流))) (NP (NN 模式)))))) (PU ，) (IP (NP (NN S线)) (VP (VV 代表) (NP (NN 地球) (NN 表面)))) (PU ，) (IP (ADVP (AD 则)) (NP (NN 气流) (NN ②)) (VP (PP (PP (P 自) (NP (NN 西))) (PP (P 向) (NP (NN 东) (NN 运动))))))) )!@#!@#!@#!@#运动_0(气流②,自西向东,运动)!@#运动!@#0_20!@#14-20!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0 13!@#1-12
