编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#Ⅰ区太阳年辐射总量比Ⅳ区高，主要因为Ⅰ区	夏季大气逆辐射强!@#None!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 夏季 大气逆辐射 强!@#Ⅰ区 太阳 年 辐射 总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 夏季 大气 逆 辐射 强!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 夏季 大气逆辐射 强!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 夏季 大气逆辐射 强!@#loc term P loc VA PU AD P loc time term VA!@#NN NN P NN VA PU AD P NN NN NN VA!@#9!@#0 1 3 8 9!@#0 3 8!@#1 10!@#!@#!@#!@#( (IP (IP (NP (NR Ⅰ区) (NN 太阳年辐射总量)) (VP (PP (P 比) (NP (NR Ⅳ区))) (VP (VA 高)))) (PU ，) (VP (ADVP (AD 主要)) (VP (PP (P 因为) (IP (NP (NP (NR Ⅰ区)) (NP (NT 夏季) (NN 大气逆辐射))) (VP (VA 强))))))) )!@#原因_0(Ⅰ区太阳年辐射总量比Ⅳ区高,Ⅰ区夏季大气逆辐射强)!@#原因!@#0_7!@#其他陈述_0(Ⅰ区夏季,大气逆辐射,强)!@#其他陈述!@#!@#8-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#陈述句!@#名词短语(包括时间/地点短语)!@#!@#6!@#
1-B!@#Ⅰ区太阳年辐射总量比Ⅳ区高，主要因为Ⅰ区	年平均气温比较高!@#None!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 年 平均 气温 比较 高!@#Ⅰ区 太阳 年 辐射 总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 年 平均 气温 比较 高!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 年 平均 气温 比较 高!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 年 平均 气温 比较 高!@#loc term P loc VA PU AD P loc NN JJ NN AD VA!@#NN NN P NN VA PU AD P NN NN JJ NN AD VA!@#!@#0 1 3 8!@#0 3 8!@#1!@#!@#!@#!@#( (IP (NP (NR Ⅰ区) (NN 太阳年辐射总量)) (VP (VP (PP (P 比) (NP (NR Ⅳ区))) (VP (VA 高))) (PU ，) (VP (ADVP (AD 主要)) (VP (PP (P 因为) (IP (NP (NP (NR Ⅰ区) (NN 年)) (ADJP (JJ 平均)) (NP (NN 气温))) (VP (ADVP (AD 比较)) (VP (VA 高))))))))) )!@#原因_0(Ⅰ区太阳年辐射总量比Ⅳ区高,Ⅰ区年平均气温比较高)!@#原因!@#0_7!@#其他陈述_0(Ⅰ区,年平均气温,高)!@#其他陈述!@#!@#8-13!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#6!@#
1-C!@#Ⅰ区太阳年辐射总量比Ⅳ区高，主要因为Ⅰ区	正午太阳高度角大!@#None!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 正午太阳高度角 大!@#Ⅰ区 太阳 年 辐射 总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 正午 太阳 高度角 大!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 正午太阳高度角 大!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 正午太阳高度角 大!@#loc term P loc VA PU AD P loc term VA!@#NN NN P NN VA PU AD P NN NN VA!@#!@#0 1 3 8!@#0 3 8!@#1 9!@#!@#!@#!@#( (IP (IP (NP (NR Ⅰ区) (NN 太阳年辐射总量)) (VP (PP (P 比) (NP (NR Ⅳ区))) (VP (VA 高)))) (PU ，) (VP (ADVP (AD 主要)) (VP (PP (P 因为) (IP (NP (NR Ⅰ区) (NN 正午太阳高度角)) (VP (VA 大))))))) )!@#原因_0(Ⅰ区太阳年辐射总量比Ⅳ区高,Ⅰ区正午太阳高度角大)!@#原因!@#0_7!@#其他陈述_0(Ⅰ区,正午太阳高度角,大)!@#其他陈述!@#!@#8-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#6!@#
1-D!@#Ⅰ区太阳年辐射总量比Ⅳ区高，主要因为Ⅰ区	天气晴朗且海拔高!@#None!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 天气 晴朗 且 海拔 高!@#Ⅰ区 太阳 年 辐射 总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 天气 晴朗 且 海拔 高!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 天气 晴朗 且 海拔 高!@#Ⅰ区 太阳年辐射总量 比 Ⅳ区 高 ， 主要 因为 Ⅰ区 天气 晴朗 且 海拔 高!@#loc term P loc VA PU AD P loc NN VA CC NN VA!@#NN NN P NN VA PU AD P NN NN VA CC NN VA!@#!@#0 1 3 8!@#0 3 8!@#1!@#!@#!@#!@#( (IP (IP (NP (NR Ⅰ区) (NN 太阳年辐射总量)) (VP (PP (P 比) (NP (NR Ⅳ区))) (VP (VA 高)))) (PU ，) (IP (PP (ADVP (AD 主要)) (PP (P 因为) (NP (NR Ⅰ区)))) (IP (NP (NN 天气)) (VP (VA 晴朗))) (CC 且) (IP (NP (NN 海拔)) (VP (VA 高))))) )!@#原因_0(Ⅰ区太阳年辐射总量比Ⅳ区高,Ⅰ区天气晴朗且海拔高)!@#原因!@#0_7!@#其他陈述_0(Ⅰ区,天气晴朗,#)其他陈述_1(Ⅰ区,海拔,高)!@#其他陈述!@#!@#8-13!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#6!@#
2-A!@#随年份的推移，臭氧总量	最大值所在位置南移!@#None!@#随 年份 的 推移 ， 臭氧 总量 最大值 所在 位置 南移!@#随 年份 的 推移 ， 臭氧 总量 最大值 所在 位置 南移!@#随 年份 的 推移 ， 臭氧 总量 最大值 所在 位置 南移!@#随 年份 的 推移 ， 臭氧 总量 最大值 所在 位置 南移!@#P NN DEG VV PU NN NN NN VV NN VV!@#P NN DEG VV PU NN NN NN VV NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (NP (PP (P 随) (NP (NN 年份))) (DEG 的)) (VP (VV 推移))) (PU ，) (IP (NP (CP (IP (NP (NN 臭氧) (NN 总量) (NN 最大值)) (VP (VV 所在)))) (NP (NN 位置))) (VP (VV 南移)))) )!@#!@#!@#!@#其他陈述_0(臭氧总量,最大值所在位置,南移)!@#其他陈述!@#!@#5-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#时间状语!@#名词短语(包括时间/地点短语)!@#!@#!@#0-4
2-B!@#随年份的推移，臭氧总量	随纬度的增高而递减!@#None!@#随 年份 的 推移 ， 臭氧 总量 随 纬度 的 增高 而 递减!@#随 年份 的 推移 ， 臭氧 总量 随 纬度 的 增高 而 递减!@#随 年份 的 推移 ， 臭氧 总量 随 纬度 的 增高 而 递减!@#随 年份 的 推移 ， 臭氧 总量 随 纬度 的 增高 而 递减!@#P NN DEG VV PU NN NN P term DEG VV MSP VV!@#P NN DEG VV PU NN NN P NN DEG VV MSP VV!@#!@#!@#!@#8!@#!@#!@#!@#( (IP (IP (NP (DNP (PP (P 随) (NP (NN 年份))) (DEG 的))) (VP (VV 推移))) (PU ，) (IP (NP (NN 臭氧) (NN 总量)) (VP (VP (PP (P 随) (NP (DNP (NP (NN 纬度)) (DEG 的)))) (VP (VV 增高))) (VP (MSP 而) (VP (VV 递减)))))) )!@#!@#!@#!@#变化_0(臭氧总量,纬度的增高,递减)!@#变化!@#0_7-10-11-12!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#0-4
2-C!@#随年份的推移，臭氧总量	在高纬地区递减明显!@#None!@#随 年份 的 推移 ， 臭氧 总量 在 高纬地区 递减 明显!@#随 年份 的 推移 ， 臭氧 总量 在 高纬 地区 递减 明显!@#随 年份 的 推移 ， 臭氧 总量 在 高纬 地区 递减 明显!@#随 年份 的 推移 ， 臭氧 总量 在 高纬 地区 递减 明显!@#P NN DEG VV PU NN NN P loc VV VA!@#P NN DEG VV PU NN NN P NN VV VA!@#!@#!@#8!@#!@#!@#!@#!@#( (IP (IP (NP (DNP (PP (P 随) (NP (NN 年份))) (DEG 的))) (VP (VV 推移))) (PU ，) (IP (IP (NP (NN 臭氧) (NN 总量)) (VP (PP (P 在) (NP (NR 高纬地区))) (VP (VV 递减)))) (VP (VA 明显)))) )!@#!@#!@#!@#其他陈述_0(臭氧总量,在高纬地区,递减明显)!@#其他陈述!@#!@#5-10!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#0-4
2-D!@#随年份的推移，臭氧总量	随大气CO2浓度而增!@#None!@#随 年份 的 推移 ， 臭氧 总量 随 大气 CO2 浓度 而 增!@#随 年份 的 推移 ， 臭氧 总量 随 大气 CO2 浓度 而 增!@#随 年份 的 推移 ， 臭氧 总量 随 大气 CO2 浓度 而 增!@#随 年份 的 推移 ， 臭氧 总量 随 大气 CO2 浓度 而 增!@#P NN DEG VV PU NN NN P NN NR NN MSP VV!@#P NN DEG VV PU NN NN P NN NR NN MSP VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (NP (PP (P 随) (NP (NN 年份))) (DEG 的)) (VP (VV 推移))) (PU ，) (IP (NP (NN 臭氧) (NN 总量)) (VP (PP (P 随) (NP (NP (NN 大气)) (NP (NP (NR CO2)) (NP (NN 浓度))))) (VP (MSP 而) (VP (VV 增)))))) )!@#!@#!@#!@#变化_0(臭氧总量,大气CO2浓度,增)!@#变化!@#0_7-11-12!@#5-12!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#0-4
3-A!@#臭氧总量减少直接导致	太阳紫外线辐射减小!@#None!@#臭氧 总量 减少 直接 导致 太阳 紫外线 辐射 减小!@#臭氧 总量 减少 直接 导致 太阳 紫外线 辐射 减小!@#臭氧 总量 减少 直接 导致 太阳 紫外线 辐射 减小!@#臭氧 总量 减少 直接 导致 太阳 紫外线 辐射 减小!@#NN NN VV AD VV NN NN NN VV!@#NN NN VV AD VV NN NN NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (NN 臭氧) (NN 总量)) (VP (VV 减少) (VP (ADVP (AD 直接)) (VP (VV 导致) (IP (NP (NP (NN 太阳) (NN 紫外线)) (NP (NN 辐射))) (VP (VV 减小))))))) )!@#影响_0(臭氧总量减少,太阳紫外线辐射,#,减少)!@#影响!@#0_4!@#变化_0(太阳紫外线辐射,#,减少)!@#变化!@#0_8!@#5-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语+动词短语!@#4!@#3!@#
3-B!@#臭氧总量减少直接导致	平流层气温降低!@#None!@#臭氧 总量 减少 直接 导致 平流层 气温 降低!@#臭氧 总量 减少 直接 导致 平流层 气温 降低!@#臭氧 总量 减少 直接 导致 平流层 气温 降低!@#臭氧 总量 减少 直接 导致 平流层 气温 降低!@#NN NN VV AD VV term NN VV!@#NN NN VV AD VV NN NN VV!@#!@#!@#!@#5!@#!@#!@#!@#( (IP (NP (NN 臭氧) (NN 总量)) (VP (VV 减少) (VP (ADVP (AD 直接)) (VP (VV 导致) (IP (NP (NN 平流层) (NN 气温)) (VP (VV 降低))))))) )!@#影响_0(臭氧总量减少,平流层气温,#,降低)!@#影响!@#0_4!@#变化_0(平流层气温,#,降低)!@#变化!@#0_7!@#5-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#3!@#
