编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#雅典所处的自然带是	亚热带常绿阔叶林带!@#None!@#雅典 所处 的 自然带 是 亚热带常绿阔叶林带!@#雅典 所处 的 自然带 是 亚热带 常绿 阔叶林 带!@#雅典 所处 的 自然带 是 亚热带常绿阔叶林带!@#雅典 所处 的 自然带 是 亚热带常绿阔叶林带!@#loc VV DEC term VC term!@#NR VV DEC NN VC NN!@#!@#!@#0!@#3 5!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NR 雅典)) (VP (VV 所处))) (DEC 的)) (NP (NN 自然带))) (VP (VC 是) (NP (NN 亚热带常绿阔叶林带)))) )!@#!@#!@#!@#指示_0（雅典所处的自然带，是，亚热带常绿阔叶林带）!@#指示!@#0_4!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#null!@#名词短语+动词短语!@#4!@#!@#
1-B!@#雅典所处的自然带是	亚热带常绿硬叶林带!@#None!@#雅典 所处 的 自然带 是 亚热带常绿硬叶林带!@#雅典 所处 的 自然带 是 亚热带 常绿 硬叶林 带!@#雅典 所处 的 自然带 是 亚热带常绿硬叶林带!@#雅典 所处 的 自然带 是 亚热带常绿硬叶林带!@#loc VV DEC term VC term!@#NR VV DEC NN VC NN!@#!@#!@#0!@#3 5!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NR 雅典)) (VP (VV 所处))) (DEC 的)) (NP (NN 自然带))) (VP (VC 是) (NP (NN 亚热带常绿硬叶林带)))) )!@#!@#!@#!@#指示_0（雅典所处的自然带，是，亚热带常绿硬叶林带）!@#指示!@#0_4!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
1-C!@#雅典所处的自然带是	温带落叶阔叶林带!@#None!@#雅典 所处 的 自然带 是 温带落叶阔叶林带!@#雅典 所处 的 自然带 是 温带 落叶 阔叶林 带!@#雅典 所处 的 自然带 是 温带落叶阔叶林带!@#雅典 所处 的 自然带 是 温带落叶阔叶林带!@#loc VV DEC term VC term!@#NR VV DEC NN VC NN!@#!@#!@#0!@#3 5!@#!@#!@#!@#( (IP (NP (CP (IP (NP (NR 雅典)) (VP (VV 所处))) (DEC 的)) (NP (NN 自然带))) (VP (VC 是) (NP (NN 温带落叶阔叶林带)))) )!@#!@#!@#!@#指示_0（雅典所处的自然带，是，温带落叶阔叶林带）!@#指示!@#0_4!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
1-D!@#雅典所处的自然带是	温带混交林带!@#None!@#雅典 所处 的 自然带 是 温带混交林带!@#雅典 所处 的 自然带 是 温带 混交林 带!@#雅典 所处 的 自然带 是 温带混交林带!@#雅典 所处 的 自然带 是 温带混交林带!@#loc VV DEC term VC term!@#NR VV DEC NN VC NN!@#!@#!@#0!@#3 5!@#5!@#!@#!@#( (IP (NP (CP (IP (NP (NR 雅典)) (VP (VV 所处))) (DEC 的)) (NP (NN 自然带))) (VP (VC 是) (NP (NN 温带混交林带)))) )!@#!@#!@#!@#指示_0（雅典所处的自然带，是，温带混交林带）!@#指示!@#0_4!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
2-A!@#图中火炬传递的城市数	中纬度比低纬度多!@#None!@#图 中 火炬 传递 的 城市 数 中 纬度 比 低 纬度 多!@#图 中 火炬 传递 的 城市 数 中 纬度 比 低 纬度 多!@#图 中 火炬 传递 的 城市 数 中纬度 比 低纬度 多!@#图 中 火炬 传递 的 城市 数 中纬度 比 低纬度 多!@#NN LC NN VV DEC NN NN JJ term P JJ term VA!@#NN LC NN VV DEC NN NN JJ NN P JJ NN VA!@#!@#!@#!@#8 7-8 10-11!@#!@#!@#!@#( (IP (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 火炬)) (VP (VV 传递))) (DEC 的)) (NP (NN 城市) (NN 数)) (ADJP (JJ 中)) (NP (NN 纬度))) (VP (PP (P 比) (NP (ADJP (JJ 低)) (NP (NN 纬度)))) (VP (VA 多)))) )!@#!@#!@#!@#比较_0（中纬度，火炬传递的城市数，低纬度，火炬传递的城市数，多）!@#比较!@#0_9!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#null!@#范围限定!@#!@#0-1!@#
2-B!@#图中火炬传递的城市数	北半球比南半球少!@#None!@#图 中 火炬 传递 的 城市 数 北半球 比 南半球 少!@#图 中 火炬 传递 的 城市 数 北半球 比 南半球 少!@#图 中 火炬 传递 的 城市 数 北半球 比 南半球 少!@#图 中 火炬 传递 的 城市 数 北半球 比 南半球 少!@#NN LC NN VV DEC NN NN term P term VA!@#NN LC NN VV DEC NN NN NN P NN VA!@#!@#!@#!@#7 9!@#!@#!@#!@#( (IP (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 火炬)) (VP (VV 传递))) (DEC 的)) (NP (NN 城市))) (NP (NN 数) (NN 北半球)) (VP (PP (P 比) (NP (NN 南半球))) (VP (VA 少)))) )!@#!@#!@#!@#比较_0（北半球，火炬传递的城市数，南半球，火炬传递的城市数，少）!@#比较!@#0_8!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#0-1!@#
2-C!@#图中火炬传递的城市数	西半球比东半球多!@#None!@#图 中 火炬 传递 的 城市 数 西半球 比 东半球 多!@#图 中 火炬 传递 的 城市 数 西半球 比 东半球 多!@#图 中 火炬 传递 的 城市 数 西半球 比 东半球 多!@#图 中 火炬 传递 的 城市 数 西半球 比 东半球 多!@#NN LC NN VV DEC NN NN term P term VA!@#NN LC NN VV DEC NN NN NN P NN VA!@#!@#!@#!@#7 9!@#!@#!@#!@#( (IP (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 火炬)) (VP (VV 传递))) (DEC 的)) (NP (NN 城市))) (NP (NN 数) (NN 西半球)) (VP (PP (P 比) (NP (NN 东半球))) (VP (VA 多)))) )!@#!@#!@#!@#比较_0（西半球，火炬传递的城市数，东半球，火炬传递的城市数，多）!@#比较!@#0_8!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#0-1!@#
2-D!@#图中火炬传递的城市数	南美洲比北美洲少!@#None!@#图 中 火炬 传递 的 城市 数 南美洲 比 北美洲 少!@#图 中 火炬 传递 的 城市 数 南美洲 比 北美洲 少!@#图 中 火炬 传递 的 城市 数 南美洲 比 北美洲 少!@#图 中 火炬 传递 的 城市 数 南美洲 比 北美洲 少!@#NN LC NN VV DEC NN NN loc P loc VA!@#NN LC NN VV DEC NN NN NR P NR VA!@#!@#!@#7 9!@#!@#!@#!@#!@#( (IP (NP (CP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN 火炬)) (VP (VV 传递))) (DEC 的)) (NP (NN 城市) (NN 数)) (NP (NR 南美洲))) (VP (PP (P 比) (NP (NR 北美洲))) (VP (VA 少)))) )!@#!@#!@#!@#比较_0（南美洲，火炬传递的城市数，北美洲，火炬传递的城市数，少）!@#比较!@#0_8!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#0-1!@#
3-A!@#当火炬传递到	①地时，当地正午太阳高度为全年最大!@#n!@#当 火炬 传递 到 ①地 时 ， 当地 正午太阳高度 为 全年 最 大!@#当 火炬 传递 到 ①地 时 ， 当地 正午 太阳 高度 为 全年 最 大!@#当 火炬 传递 到 ①地 时 ， 当地 正午太阳高度 为 全年 最 大!@#当 火炬 传递 到 ①地 时 ， 当地 正午太阳高度 为 全年 最 大!@#P NN VV VV loc LC PU NN term VC NN AD VA!@#P NN VV VV NN LC PU NN NN VC NN AD VA!@#!@#4!@#4!@#8!@#!@#!@#!@#( (IP (PP (P 当) (LCP (IP (NP (NN 火炬)) (VP (VV 传递) (VP (VV 到) (NP (NR ①地))))) (LC 时))) (PU ，) (NP (NN 当地) (NN 正午太阳高度)) (VP (VP (VC 为) (NP (NN 全年))) (VP (ADVP (AD 最)) (VP (VA 大))))) )!@#!@#!@#!@#时间限定_0(,) 比较_1(,,,,)!@#时间限定 比较!@#0_0-5 1_11!@#0-12!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#null!@#自定义类别!@#!@#!@#
3-B!@#当火炬传递到	③地时，当地黑夜比白昼长!@#n!@#当 火炬 传递 到 ③地 时 ， 当地 黑夜 比 白昼 长!@#当 火炬 传递 到 ③地 时 ， 当地 黑夜 比 白昼 长!@#当 火炬 传递 到 ③地 时 ， 当地 黑夜 比 白 昼长!@#当 火炬 传递 到 ③地 时 ， 当地 黑夜 比 白 昼长!@#P NN VV VV loc LC PU NN NN P NN VA!@#P NN VV VV NN LC PU NN NN P NN VA!@#!@#4!@#4!@#!@#!@#!@#!@#( (IP (PP (P 当) (LCP (IP (NP (NN 火炬)) (VP (VV 传递) (VP (VV 到) (NP (NR ③地))))) (LC 时))) (PU ，) (NP (NN 当地) (NN 黑夜)) (VP (PP (P 比) (NP (NN 白昼))) (VP (VA 长)))) )!@#!@#!@#!@#时间限定_0(,) 比较_1(,,,,)!@#时间限定 比较!@#0_0-5 1_9!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#!@#
