编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#造成该沙尘天气的天气系统是	气旋、冷锋!@#None!@#造成 该 沙尘 天气 的 天气 系统 是 气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气 系统 是 气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气系统 是 气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气系统 是 气旋 、 冷锋!@#VV DT NN NN DEG NN NN VC term PU term!@#VV DT NN NN DEG NN NN VC NN PU NN!@#!@#!@#!@#8 10!@#!@#!@#!@#( (IP (VP (VV 造成) (IP (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气))) (DEG 的)) (NP (NN 天气) (NN 系统))) (VP (VC 是) (NP (NN 气旋) (PU 、) (NN 冷锋)))))) )!@#原因_0(沙尘天气,气旋、冷锋)!@#原因!@#0_0-4-7!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#null!@#名词短语+动词短语!@#7!@#!@#
1-B!@#造成该沙尘天气的天气系统是	气旋、暖锋!@#None!@#造成 该 沙尘 天气 的 天气 系统 是 气旋 、 暖锋!@#造成 该 沙尘 天气 的 天气 系统 是 气旋 、 暖锋!@#造成 该 沙尘 天气 的 天气系统 是 气旋 、 暖锋!@#造成 该 沙尘 天气 的 天气系统 是 气旋 、 暖锋!@#VV DT NN NN DEG NN NN VC term PU term!@#VV DT NN NN DEG NN NN VC NN PU NN!@#!@#!@#!@#8 10!@#!@#!@#!@#( (IP (VP (VV 造成) (IP (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气))) (DEG 的)) (NP (NN 天气) (NN 系统))) (VP (VC 是) (NP (NN 气旋) (PU 、) (NN 暖锋)))))) )!@#原因_0(沙尘天气,气旋、暖锋)!@#原因!@#0_0-4-7!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
1-C!@#造成该沙尘天气的天气系统是	反气旋、暖锋!@#None!@#造成 该 沙尘 天气 的 天气 系统 是 反气旋 、 暖锋!@#造成 该 沙尘 天气 的 天气 系统 是 反气旋 、 暖锋!@#造成 该 沙尘 天气 的 天气系统 是 反气旋 、 暖锋!@#造成 该 沙尘 天气 的 天气系统 是 反气旋 、 暖锋!@#VV DT NN NN DEG NN NN VC term PU term!@#VV DT NN NN DEG NN NN VC NN PU NN!@#!@#!@#!@#8 10!@#!@#!@#!@#( (IP (VP (VV 造成) (IP (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气))) (DEG 的)) (NP (NN 天气) (NN 系统))) (VP (VC 是) (NP (NN 反气旋) (PU 、) (NN 暖锋)))))) )!@#原因_0(沙尘天气,反气旋、暖锋)!@#原因!@#0_0-4-7!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
1-D!@#造成该沙尘天气的天气系统是	反气旋、冷锋!@#None!@#造成 该 沙尘 天气 的 天气 系统 是 反气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气 系统 是 反气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气系统 是 反气旋 、 冷锋!@#造成 该 沙尘 天气 的 天气系统 是 反气旋 、 冷锋!@#VV DT NN NN DEG NN NN VC term PU term!@#VV DT NN NN DEG NN NN VC NN PU NN!@#!@#!@#!@#8 10!@#!@#!@#!@#( (IP (VP (VV 造成) (IP (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气))) (DEG 的)) (NP (NN 天气) (NN 系统))) (VP (VC 是) (NP (NN 反气旋) (PU 、) (NN 冷锋)))))) )!@#原因_0(沙尘天气,反气旋、冷锋)!@#原因!@#0_0-4-7!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#!@#
2-A!@#该沙尘天气先后经过呼和浩特、北京、石家庄，它们依次是图中的	①②③!@#None!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ① ② ③!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ① ② ③!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ① ② ③!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ① ② ③!@#DT NN NN AD VV loc PU loc PU loc PU PN AD VC NN LC DEG NN NN NN!@#DT NN NN AD VV NR PU NR PU NR PU PN AD VC NN LC DEG NN NN NN!@#!@#!@#5 7 9!@#!@#5 7 9!@#!@#!@#( (IP (IP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气)) (VP (ADVP (AD 先后)) (VP (VV 经过) (NP (NR 呼和浩特) (PU 、) (NR 北京) (PU 、) (NR 石家庄))))) (PU ，) (IP (NP (PN 它们)) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (DNP (LCP (NP (NN 图)) (LC 中)) (DEG 的)) (NP (NN ①) (NN ②)) (NP (NN ③))))))) )!@#!@#!@#!@#指示_0(它们,①②③)!@#指示!@#0_12-13!@#11-19!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#陈述句!@#动词短语!@#13!@#14-16!@#
2-B!@#该沙尘天气先后经过呼和浩特、北京、石家庄，它们依次是图中的	②①③!@#None!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ② ① ③!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ② ① ③!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ② ① ③!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ② ① ③!@#DT NN NN AD VV loc PU loc PU loc PU PN AD VC NN LC DEG NN NN NN!@#DT NN NN AD VV NR PU NR PU NR PU PN AD VC NN LC DEG NN NN NN!@#!@#!@#5 7 9!@#!@#5 7 9!@#!@#!@#( (IP (IP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气)) (VP (ADVP (AD 先后)) (VP (VV 经过) (NP (NR 呼和浩特) (PU 、) (NR 北京) (PU 、) (NR 石家庄))))) (PU ，) (IP (NP (PN 它们)) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (DNP (LCP (NP (NN 图)) (LC 中)) (DEG 的)) (NP (NN ②) (NN ①)) (NP (NN ③))))))) )!@#!@#!@#!@#指示_0(它们,②①③)!@#指示!@#0_12-13!@#11-19!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#14-16!@#
2-C!@#该沙尘天气先后经过呼和浩特、北京、石家庄，它们依次是图中的	③②①!@#None!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ③ ② ①!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ③ ② ①!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ③ ② ①!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ③ ② ①!@#DT NN NN AD VV loc PU loc PU loc PU PN AD VC NN LC DEG NN NN NN!@#DT NN NN AD VV NR PU NR PU NR PU PN AD VC NN LC DEG NN NN NN!@#!@#!@#5 7 9!@#!@#5 7 9!@#!@#!@#( (IP (IP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气)) (VP (ADVP (AD 先后)) (VP (VV 经过) (NP (NR 呼和浩特) (PU 、) (NR 北京) (PU 、) (NR 石家庄))))) (PU ，) (IP (NP (PN 它们)) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (DNP (LCP (NP (NN 图)) (LC 中)) (DEG 的)) (NP (NN ③) (NN ②)) (NP (NN ①))))))) )!@#!@#!@#!@#指示_0(它们,③②①)!@#指示!@#0_12-13!@#11-19!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#14-16!@#
2-D!@#该沙尘天气先后经过呼和浩特、北京、石家庄，它们依次是图中的	②③①!@#None!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ② ③ ①!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ② ③ ①!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ② ③ ①!@#该 沙尘 天气 先后 经过 呼和浩特 、 北京 、 石家庄 ， 它们 依次 是 图 中 的 ② ③ ①!@#DT NN NN AD VV loc PU loc PU loc PU PN AD VC NN LC DEG NN NN NN!@#DT NN NN AD VV NR PU NR PU NR PU PN AD VC NN LC DEG NN NN NN!@#!@#!@#5 7 9!@#!@#5 7 9!@#!@#!@#( (IP (IP (NP (DP (DT 该)) (NP (NN 沙尘))) (NP (NN 天气)) (VP (ADVP (AD 先后)) (VP (VV 经过) (NP (NR 呼和浩特) (PU 、) (NR 北京) (PU 、) (NR 石家庄))))) (PU ，) (IP (NP (PN 它们)) (VP (ADVP (AD 依次)) (VP (VC 是) (NP (DNP (LCP (NP (NN 图)) (LC 中)) (DEG 的)) (NP (NN ②) (NN ③)) (NP (NN ①))))))) )!@#!@#!@#!@#指示_0(它们,②③①)!@#指示!@#0_12-13!@#11-19!@#!@#!@#!@#!@#!@#!@#!@#名词短语序列(List<时间/地点/实体/其他>)!@#!@#!@#!@#14-16!@#
3-A!@#登顶队员在北京时间13时前撤离，主要是为了避开	大量冰雪融化!@#None!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 大量 冰雪 融化!@#登顶 队员 在 北京 时间 13时 前 撤离 ， 主要 是 为了 避开 大量 冰雪 融化!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 大量 冰雪 融化!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 大量 冰雪 融化!@#NN NN P term time LC VV PU AD VC P VV CD NN VV!@#NN NN P NN NT LC VV PU AD VC P VV CD NN VV!@#4!@#4!@#!@#3!@#!@#!@#!@#( (IP (NP (NN 登顶) (NN 队员)) (VP (VP (PP (P 在) (LCP (NP (NN 北京时间) (NT 13时)) (LC 前))) (VP (VV 撤离))) (PU ，) (VP (ADVP (AD 主要)) (VP (VC 是) (PP (P 为了) (IP (VP (VV 避开) (NP (QP (CD 大量)) (NP (NN 冰雪))) (IP (VP (VV 融化)))))))))) )!@#原因_0(登顶队员在北京时间13时前撤离,避开大量冰雪融化)!@#原因!@#0_10!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#陈述句!@#动词短语!@#10!@#8!@#
3-B!@#登顶队员在北京时间13时前撤离，主要是为了避开	泥石流爆发!@#None!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 泥石流 爆发!@#登顶 队员 在 北京 时间 13时 前 撤离 ， 主要 是 为了 避开 泥石流 爆发!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 泥石流 爆发!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 泥石流 爆发!@#NN NN P term time LC VV PU AD VC P VV term VV!@#NN NN P NN NT LC VV PU AD VC P VV NN VV!@#4!@#4!@#!@#3 12!@#!@#!@#!@#( (IP (NP (NN 登顶) (NN 队员)) (VP (VP (PP (P 在) (LCP (NP (NN 北京时间) (NT 13时)) (LC 前))) (VP (VV 撤离))) (PU ，) (VP (ADVP (AD 主要)) (VP (VC 是) (PP (P 为了) (IP (VP (VV 避开) (IP (NP (NN 泥石流)) (VP (VV 爆发)))))))))) )!@#原因_0(登顶队员在北京时间13时前撤离,避开泥石流爆发)!@#原因!@#0_10!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#8!@#
3-C!@#登顶队员在北京时间13时前撤离，主要是为了避开	强对流天气!@#None!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 强对流天气!@#登顶 队员 在 北京 时间 13时 前 撤离 ， 主要 是 为了 避开 强 对流 天气!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 强对流天气!@#登顶 队员 在 北京时间 13时 前 撤离 ， 主要 是 为了 避开 强对流天气!@#NN NN P term time LC VV PU AD VC P VV term!@#NN NN P NN NT LC VV PU AD VC P VV NN!@#4!@#4!@#!@#3 12!@#!@#!@#!@#( (IP (NP (NN 登顶) (NN 队员)) (VP (VP (PP (P 在) (LCP (NP (NN 北京时间) (NT 13时)) (LC 前))) (VP (VV 撤离))) (PU ，) (VP (ADVP (AD 主要)) (VP (VC 是) (PP (P 为了) (IP (VP (VV 避开) (NP (NN 强对流天气))))))))) )!@#原因_0(登顶队员在北京时间13时前撤离,避开强对流天气)!@#原因!@#0_10!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#8!@#
