编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#东京城形成的最有利条件是	文化底蕴深厚!@#None!@#东京城 形成 的 最 有利 条件 是 文化 底蕴 深厚!@#东京城 形成 的 最 有利 条件 是 文化 底蕴 深厚!@#东京 城 形成 的 最 有利 条件 是 文化 底蕴 深厚!@#东京 城 形成 的 最 有利 条件 是 文化 底蕴 深厚!@#!@#NR VV DEC AD VA NN VC NN NN VA!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(,)!@#指示!@#0_6!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#名词短语+动词短语!@#6!@#!@#
1-B!@#东京城形成的最有利条件是	商业繁荣发达!@#None!@#东京城 形成 的 最 有利 条件 是 商业 繁荣 发达!@#东京城 形成 的 最 有利 条件 是 商业 繁荣 发达!@#东京 城 形成 的 最 有利 条件 是 商业 繁荣 发达!@#东京 城 形成 的 最 有利 条件 是 商业 繁荣 发达!@#!@#NR VV DEC AD VA NN VC NN NN VA!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(,)!@#指示!@#0_6!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
1-C!@#东京城形成的最有利条件是	人口高度集聚!@#None!@#东京城 形成 的 最 有利 条件 是 人口 高度 集聚!@#东京城 形成 的 最 有利 条件 是 人口 高度 集聚!@#东京 城 形成 的 最 有利 条件 是 人口 高度 集聚!@#东京 城 形成 的 最 有利 条件 是 人口 高度 集聚!@#!@#NR VV DEC AD VA NN VC NN AD VV!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(,)!@#指示!@#0_6!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
1-D!@#东京城形成的最有利条件是	水陆交通便利!@#None!@#东京城 形成 的 最 有利 条件 是 水陆 交通 便利!@#东京城 形成 的 最 有利 条件 是 水陆 交通 便利!@#东京 城 形成 的 最 有利 条件 是 水陆 交通 便利!@#东京 城 形成 的 最 有利 条件 是 水陆 交通 便利!@#!@#NR VV DEC AD VA NN VC NN NN VA!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(,)!@#指示!@#0_6!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-A!@#东京的城市功能主要以	行政功能为主!@#None!@#东京 的 城市 功能 主要 以 行政 功能 为主!@#东京 的 城市 功能 主要 以 行政 功能 为主!@#东京 的 城市 功能 主要 以 行政 功能 为主!@#东京 的 城市 功能 主要 以 行政 功能 为主!@#!@#NR DEG NN NN AD P NN NN VV!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#名词短语+动词短语!@#5!@#!@#
2-B!@#东京的城市功能主要以	军事功能为主!@#None!@#东京 的 城市 功能 主要 以 军事 功能 为主!@#东京 的 城市 功能 主要 以 军事 功能 为主!@#东京 的 城市 功能 主要 以 军事 功能 为主!@#东京 的 城市 功能 主要 以 军事 功能 为主!@#!@#NR DEG NN NN AD P NN NN VV!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-C!@#东京的城市功能主要以	文化功能为主!@#None!@#东京 的 城市 功能 主要 以 文化 功能 为主!@#东京 的 城市 功能 主要 以 文化 功能 为主!@#东京 的 城市 功能 主要 以 文化 功能 为主!@#东京 的 城市 功能 主要 以 文化 功能 为主!@#!@#NR DEG NN NN AD P NN NN VV!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-D!@#东京的城市功能主要以	经济功能为主!@#None!@#东京 的 城市 功能 主要 以 经济 功能 为主!@#东京 的 城市 功能 主要 以 经济 功能 为主!@#东京 的 城市 功能 主要 以 经济 功能 为主!@#东京 的 城市 功能 主要 以 经济 功能 为主!@#!@#NR DEG NN NN AD P NN NN VV!@#!@#!@#0!@#!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
3-A!@#工程师微信抢红包的当地时间是	2月18日12时!@#None!@#工程师 微信 抢 红包 的 当地 时间 是 2月18日12时!@#工程师 微信 抢 红包 的 当地 时间 是 2月 18日 12时!@#工程师 微信 抢红包 的 当地 时间 是 2月18日12时!@#工程师 微信 抢红包 的 当地 时间 是 2月 18日 12时!@#!@#NN NN VV NN DEG NN NN VC CD!@#8!@#!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(,)!@#指示!@#0_7!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@# null!@#名词短语+动词短语!@#7!@#!@#
3-B!@#工程师微信抢红包的当地时间是	2月18日20时!@#None!@#工程师 微信 抢 红包 的 当地 时间 是 2月18日20时!@#工程师 微信 抢 红包 的 当地 时间 是 2月 18日 20时!@#工程师 微信 抢红包 的 当地 时间 是 2月18日20时!@#工程师 微信 抢红包 的 当地 时间 是 2月 18日 20时!@#!@#NN NN VV NN DEG NN NN VC CD!@#8!@#!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(,)!@#指示!@#0_7!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
3-C!@#工程师微信抢红包的当地时间是	2月19日4时!@#None!@#工程师 微信 抢 红包 的 当地 时间 是 2月19日4时!@#工程师 微信 抢 红包 的 当地 时间 是 2月 19日 4时!@#工程师 微信 抢红包 的 当地 时间 是 2月19日4时!@#工程师 微信 抢红包 的 当地 时间 是 2月 19日 4时!@#!@#NN NN VV NN DEG NN NN VC CD!@#8!@#!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(,)!@#指示!@#0_7!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
3-D!@#工程师微信抢红包的当地时间是	2月19日12时!@#None!@#工程师 微信 抢 红包 的 当地 时间 是 2月19日12时!@#工程师 微信 抢 红包 的 当地 时间 是 2月 19日 12时!@#工程师 微信 抢红包 的 当地 时间 是 2月19日12时!@#工程师 微信 抢红包 的 当地 时间 是 2月 19日 12时!@#!@#NN NN VV NN DEG NN NN VC CD!@#8!@#!@#5!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(,)!@#指示!@#0_7!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
4-A!@#春节假期期间	南京太阳从东北方升起!@#None!@#春节 假期 期间 南京 太阳 从 东北方 升起!@#春节 假期 期间 南京 太阳 从 东北方 升起!@#春节 假期 期间 南京 太阳 从 东北 方升起!@#春节 假期 期间 南京 太阳 从 东北 方升起!@#!@#NN NN NN NR NN P NN VV!@#0 1 2!@#!@#3!@#!@#!@#!@#!@#!@#!@#!@#!@#运动_0(,,)!@#运动!@#0_7!@#0-7!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#时间状语!@#!@#!@#
4-B!@#春节假期期间	南京昼夜长短变化幅度增大!@#None!@#春节 假期 期间 南京 昼夜 长短 变化 幅度 增大!@#春节 假期 期间 南京 昼夜 长短 变化 幅度 增大!@#春节 假期 期间 南京 昼 夜长 短变化 幅度 增大!@#春节 假期 期间 南京 昼 夜长 短变化 幅度 增大!@#!@#NN NN NN NR NN NN NN NN VV!@#0 1 2!@#!@#3!@#!@#!@#!@#!@#!@#!@#!@#!@#变化_0(,,)!@#变化!@#0_8!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
4-C!@#春节假期期间	长城站日落时间推迟!@#None!@#春节 假期 期间 长城站 日落时间 推迟!@#春节 假期 期间 长城站 日落时间 推迟!@#春节 假期 期间 长城站 日落时间 推迟!@#春节 假期 期间 长城站 日落时间 推迟!@#!@#NN NN NN NR VV VV!@#0 1 2!@#!@#3!@#!@#!@#!@#!@#!@#!@#!@#!@#变化_0(,,)!@#变化!@#0_5!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
