编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#开普勒452b	属于太阳系中的类地行星!@#None!@#开普勒 452b 属于 太阳系 中 的 类地行星!@#开普勒 452b 属于 太阳系 中 的 类地行星!@#开普 勒 452b 属于 太阳系 中 的 类地 行星!@#开普 勒 452b 属于 太阳系 中 的 类地 行星!@#!@#NR NR VV NN LC DEG NN!@#!@#!@#!@#0 1 6!@#!@#!@#!@#!@#!@#!@#!@#指示_0(开普勒452b,太阳系中的类地行星)!@#指示!@#0_2!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
1-B!@#开普勒452b	可能拥有大气层和液态水!@#None!@#开普勒 452b 可能 拥有 大气层 和 液态水!@#开普勒 452b 可能 拥有 大气层 和 液态水!@#开普 勒 452b 可能 拥有 大气层 和 液态水!@#开普 勒 452b 可能 拥有 大气层 和 液态水!@#!@#NR NR AD VV NN CC NN!@#!@#!@#!@#0 1 4!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(开普勒452b,拥有,大气层和液态水)!@#其他陈述!@#0_3!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#2!@#
1-C!@#开普勒452b	组成物质与地球类似!@#None!@#开普勒 452b 组成 物质 与 地球 类似!@#开普勒 452b 组成 物质 与 地球 类似!@#开普 勒 452b 组成 物质 与 地球 类似!@#开普 勒 452b 组成 物质 与 地球 类似!@#!@#NR VV VV NN CC NN VA!@#!@#!@#!@#0 1 4!@#!@#!@#!@#!@#!@#!@#!@#比较_0(开普勒452b,组成物质,地球,,类似)!@#比较!@#0_6!@#0-6!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
1-D!@#开普勒452b	自身可以发光发热!@#None!@#开普勒 452b 自身 可以 发光 发热!@#开普勒 452b 自身 可以 发光 发热!@#开普 勒 452b 自身 可以 发光 发热!@#开普 勒 452b 自身 可以 发光 发热!@#!@#NR VV PN VV VV VV!@#!@#!@#!@#0 1!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(开普勒452b自身,发光发热,)!@#其他陈述!@#0_4-5!@#0-5!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
2-A!@#此时段	锋面雨带正在自南向北移动!@#None!@#此 时段 锋面 雨带 正在 自 南 向 北 移动!@#此 时段 锋面 雨带 正在 自 南 向 北 移动!@#此 时段 锋面 雨带 正在 自 南 向北 移动!@#此 时段 锋面 雨带 正在 自 南 向 北 移动!@#!@#DT NN NN NN AD P NN P NN VV!@#0 1!@#!@#!@#2 3!@#!@#!@#!@#!@#!@#!@#!@#变化_0(锋面雨带,自南向北,移动)!@#变化!@#0_5-6-7-8!@#2-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1
2-B!@#此时段	寒潮的影响范围遍及四城市!@#None!@#此 时段 寒潮 的 影响 范围 遍及 四 城市!@#此 时段 寒潮 的 影响 范围 遍及 四 城市!@#此 时段 寒潮 的 影响 范围 遍及 四 城市!@#此 时段 寒潮 的 影响 范围 遍及 四 城市!@#!@#DT NN NN DEG NN NN VV CD NN!@#0 1!@#!@#!@#2!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(寒潮的影响范围,遍及,四城市)!@#其他陈述!@#!@#0-8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1
2-C!@#此时段	东部地区自北向南依次出现冷锋天气过程!@#None!@#此 时段 东部 地区 自 北 向 南 依次 出现 冷锋 天气 过程!@#此 时段 东部 地区 自 北 向 南 依次 出现 冷锋 天气 过程!@#此 时段 东部 地区 自 北 向 南 依次 出现 冷锋 天气过程!@#此 时段 东部 地区 自 北 向 南 依次 出现 冷锋 天气过程!@#!@#DT NN NN NN P NN P NN AD VV NN NN NN!@#0 1!@#!@#2 3!@#10!@#!@#!@#!@#!@#!@#!@#!@#运动_0(东部地区,自北向南,出现冷锋天气过程)!@#运动!@#0_4-5-6-7!@#2-12!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1
2-D!@#此时段	用于预报天气的卫星云图依靠GIS获取!@#None!@#此 时段 用 于 预报 天气 的 卫星云图 依靠 GIS 获取!@#此 时段 用 于 预报 天气 的 卫星云图 依靠 GIS 获取!@#此 时段 用 于 预报 天气 的 卫星 云图依靠 GIS 获取!@#此 时段 用 于 预报 天气 的 卫星 云图依靠 GIS 获取!@#!@#DT NN VV P NN NN DEG NN VV NN VV!@#0 1!@#!@#!@#7 9!@#!@#!@#!@#!@#!@#!@#!@#其他陈述_0(用于预报天气的卫星云图,依靠,GIS)!@#其他陈述!@#!@#2-10!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1
3-A!@#四城市的天气与相关诗句的描写最吻合的是	北京周四的天气——忽如一夜春风来，千树万树梨花开!@#n!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 北京 周四 的 天气 — — 忽如 一夜 春风 来 ， 千树 万树 梨花 开!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 北京 周四 的 天气 — — 忽如 一夜 春风 来 ， 千树 万树 梨花 开!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 北京 周四 的天气 — — 忽如 一夜春 风来 ， 千树万 树梨 花开!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 北京 周四 的天气 — — 忽如 一夜春 风来 ， 千树万 树梨 花开!@#!@#CD NN DEG NN CC JJ NN DEG NN AD VA DEC VC NR NT DEG NN PU PU NN NN NN VV PU NN NN NN VV!@#14!@#!@#13!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(四城市的天气与相关诗句的描写最吻合的,指示_1(北京周四的天气,忽如一夜春风来，千树万树梨花开))!@#指示!@#0_12 1_17-18!@#0-27!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
3-B!@#四城市的天气与相关诗句的描写最吻合的是	杭州周一的天气——沾衣欲湿杏花雨，吹面不寒杨柳风!@#n!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 杭州 周一 的 天气 — — 沾衣 欲湿 杏花雨 ， 吹面 不寒 杨柳风!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 杭州 周一 的天气 — — 沾衣 欲湿 杏花雨 ， 吹面 不寒 杨柳风!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 杭州 周一 的天气 — — 沾衣 欲湿 杏花雨 ， 吹面 不 寒杨 柳风!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 杭州 周一 的天气 — — 沾衣 欲湿 杏花雨 ， 吹面 不 寒杨 柳风!@#!@#CD NN DEG NN CC JJ NN DEG NN AD VA DEC VC NR NT DEG NN PU PU NN NN NN PU NN NN NN!@#14!@#!@#13!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(四城市的天气与相关诗句的描写最吻合的,指示_1(杭州周一的天气,沾衣欲湿杏花雨，吹面不寒杨柳风))!@#指示!@#0_12 1_17-18!@#0-25!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
3-C!@#四城市的天气与相关诗句的描写最吻合的是	广州周三的天气——黄梅时节家家雨，青草池塘处处蛙!@#n!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 广州 周三 的 天气 — — 黄梅 时节 家家雨 ， 青草 池塘 处处蛙!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 广州 周三 的 天气 — — 黄梅 时节 家家雨 ， 青草 池塘 处处蛙!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 广州 周三 的 天气 — — 黄梅 时节 家家雨 ， 青草 池塘处 处蛙!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 广州 周三 的 天气 — — 黄梅 时节 家家雨 ， 青草 池塘处 处蛙!@#!@#CD NN DEG NN CC JJ NN DEG NN AD VA DEC VC NR NT DEG NN PU PU NN NN NN PU NN NN NN!@#14!@#!@#13!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(四城市的天气与相关诗句的描写最吻合的,指示_1(广州周三的天气,沾衣欲湿杏花雨，吹面不寒杨柳风))!@#指示!@#0_12 1_17-18!@#0-25!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
3-D!@#四城市的天气与相关诗句的描写最吻合的是	昆明周日的天气——接天莲叶无穷碧，映日荷花别样红!@#n!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 昆明 周日 的 天气 — — 接天 莲叶无穷碧 ， 映日 荷花 别样红!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 昆明 周日 的 天气 — — 接天 莲叶 无穷碧 ， 映日 荷花 别样红!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 昆明 周日 的 天气 — — 接天 莲叶无穷碧 ， 映日 荷花 别样 红!@#四 城市 的 天气 与 相关 诗句 的 描写 最 吻合 的 是 昆明 周日 的 天气 — — 接天 莲叶无穷碧 ， 映日 荷花 别样 红!@#!@#CD NN DEG NN CC JJ NN DEG NN AD VA DEC VC NR NT DEG NN PU PU NT NN PU NN NN NN!@#14!@#!@#13!@#!@#!@#!@#!@#!@#!@#!@#!@#指示_0(四城市的天气与相关诗句的描写最吻合的,指示_1(昆明周日的天气,沾衣欲湿杏花雨，吹面不寒杨柳风))!@#指示!@#0_12 1_17-18!@#0-24!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#
4-A!@#图中10℃等温线	以北地区的盛行风为西北风!@#None!@#图 中 10℃ 等温线 以 北 地区 的 盛行风 为 西北风!@#图 中 10℃ 等温线 以 北 地区 的 盛行风 为 西北风!@#图 中 10℃ 等温线 以 北 地区 的 盛行风 为 西北风!@#图 中 10℃ 等温线 以 北 地区 的 盛行风 为 西北风!@#!@#NN LC CD NN P NN NN DEG NN VC NN!@#!@#!@#!@#3 8 10!@#!@#2!@#!@#!@#!@#!@#!@#指示_0(10℃等温线以北地区的盛行风,西北风)!@#指示!@#0_9!@#2-10!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
4-B!@#图中10℃等温线	自西向东经过亚洲、欧洲、北美洲!@#None!@#图 中 10℃ 等温线 自 西 向东 经过 亚洲 、 欧洲 、 北美洲!@#图 中 10℃ 等温线 自 西 向 东 经过 亚洲 、 欧洲 、 北美洲!@#图 中 10℃ 等温线 自 西 向东 经过 亚洲 、 欧洲 、 北美洲!@#图 中 10℃ 等温线 自 西 向 东 经过 亚洲 、 欧洲 、 北美洲!@#!@#NN LC CD NN P NN NR P NR PU NR PU NR!@#!@#!@#8 10 12!@#3!@#!@#2!@#!@#!@#!@#!@#!@#运动_0(10℃等温线,自西向东,经过亚洲、欧洲、北美洲)!@#运动!@#0_4-5-6-7!@#2-12!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
4-C!@#图中10℃等温线	在甲地外凸主要受洋流影响!@#None!@#图 中 10℃ 等温线 在 甲地 外凸 主要 受 洋流 影响!@#图 中 10℃ 等温线 在 甲地 外凸 主要 受 洋流 影响!@#图 中 10℃ 等温线 在 甲地 外凸 主要 受 洋流 影响!@#图 中 10℃ 等温线 在 甲地 外凸 主要 受 洋流 影响!@#!@#NN LC CD NN P NN NN AD VV NN NN!@#!@#!@#5!@#3 9!@#!@#2!@#!@#!@#影响_0(10℃等温线,洋流,,)!@#影响!@#0_10!@#影响_0(10℃等温线在甲地外凸,洋流,,)!@#影响!@#0_10!@#2-10!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1 7!@#
4-D!@#图中10℃等温线	在乙地附近经过板块消亡边界!@#None!@#图 中 10℃ 等温线 在 乙地 附近 经过 板块 消亡边界!@#图 中 10℃ 等温线 在 乙地 附近 经过 板块 消亡边界!@#图 中 10℃ 等温线 在 乙地 附近 经过 板块消亡边界!@#图 中 10℃ 等温线 在 乙地 附近 经过 板块消亡边界!@#!@#NN LC CD NN P NN NN P NN NN!@#!@#!@#5!@#3 8!@#!@#2!@#!@#!@#!@#!@#!@#其他陈述_0(10℃等温线在乙地附近,经过,板块消亡边界)!@#其他陈述!@#0_7!@#2-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-1!@#
5-A!@#北极冰盖面积的变化会对环境产生较大影响。若冰盖持续萎缩，北极地区	太阳辐射强度将变大!@#None!@#北极 冰盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若 冰盖 持续 萎缩 ， 北极地区 太阳辐射 强度 将 变大!@#北极 冰盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若 冰盖 持续 萎缩 ， 北极 地区 太阳辐射 强度 将 变大!@#北极冰 盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若冰 盖 持续 萎缩 ， 北极 地区 太阳辐射 强度 将 变大!@#北极冰 盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若冰 盖 持续 萎缩 ， 北极 地区 太阳辐射 强度 将 变大!@#!@#NR NN NN DEG NN VV P NN NN AD JJ NN PU CS NN VV VV PU NR NN NN AD VV!@#!@#!@#0 18!@#19!@#!@#!@#!@#!@#!@#!@#!@#变化_0(北极地区太阳辐射强度将,,变大)!@#变化!@#0_22!@#18-22!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-16
5-B!@#北极冰盖面积的变化会对环境产生较大影响。若冰盖持续萎缩，北极地区	出现极昼的范围将变小!@#None!@#北极 冰盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若 冰盖 持续 萎缩 ， 北极地区 出现 极昼 的 范围 将 变小!@#北极 冰盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若 冰盖 持续 萎缩 ， 北极 地区 出现 极昼 的 范围 将 变小!@#北极冰 盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若冰 盖 持续 萎缩 ， 北极 地区 出现 极昼 的 范围 将 变小!@#北极冰 盖 面积 的 变化 会 对 环境 产生 较 大 影响 。 若冰 盖 持续 萎缩 ， 北极 地区 出现 极昼 的 范围 将 变小!@#!@#NR NN NN DEG NN VV P NN NN AD JJ NN PU CS NN VV VV PU NR VV NN DEG NN AD VV!@#!@#!@#0 18!@#20!@#!@#!@#!@#!@#!@#!@#!@#变化_0(北极地区出现极昼的范围将,,变小)!@#变化!@#0_24!@#18-24!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#0-16
