编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#该船员拍摄照片时，P地的地方时为	22时!@#None!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时!@#DT NN VV NN LC PU loc DEG term VC time!@#DT NN VV NN LC PU NN DEG NN VC NT!@#10!@#10!@#6!@#8!@#!@#!@#!@#( (IP (LCP (IP (NP (DP (DT 该)) (NP (NN 船员))) (VP (VV 拍摄) (NP (NN 照片)))) (LC 时)) (PU ，) (NP (DNP (NP (NR P地)) (DEG 的)) (NP (NN 地方时))) (VP (VC 为) (NP (NT 22时)))) )!@#!@#!@#!@#指示_0(该船员拍摄照片时，P地的地方时,22时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@# 时间状语!@#名词短语+动词短语!@#9!@#!@#
1-B!@#该船员拍摄照片时，P地的地方时为	14时!@#None!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 14时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 14时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 14时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 14时!@#DT NN VV NN LC PU loc DEG term VC time!@#DT NN VV NN LC PU NN DEG NN VC NT!@#10!@#10!@#6!@#8!@#!@#!@#!@#( (IP (LCP (IP (NP (DP (DT 该)) (NP (NN 船员))) (VP (VV 拍摄) (NP (NN 照片)))) (LC 时)) (PU ，) (NP (DNP (NP (NR P地)) (DEG 的)) (NP (NN 地方时))) (VP (VC 为) (NP (NT 14时)))) )!@#!@#!@#!@#指示_0(该船员拍摄照片时，P地的地方时,14时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
1-C!@#该船员拍摄照片时，P地的地方时为	20时!@#None!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 20时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 20时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 20时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 20时!@#DT NN VV NN LC PU loc DEG term VC time!@#DT NN VV NN LC PU NN DEG NN VC NT!@#10!@#10!@#6!@#8!@#!@#!@#!@#( (IP (LCP (IP (NP (DP (DT 该)) (NP (NN 船员))) (VP (VV 拍摄) (NP (NN 照片)))) (LC 时)) (PU ，) (NP (DNP (NP (NR P地)) (DEG 的)) (NP (NN 地方时))) (VP (VC 为) (NP (NT 20时)))) )!@#!@#!@#!@#指示_0(该船员拍摄照片时，P地的地方时,20时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
1-D!@#该船员拍摄照片时，P地的地方时为	16时!@#None!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 16时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 16时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 16时!@#该 船员 拍摄 照片 时 ， P地 的 地方时 为 16时!@#DT NN VV NN LC PU loc DEG term VC time!@#DT NN VV NN LC PU NN DEG NN VC NT!@#10!@#10!@#6!@#8!@#!@#!@#!@#( (IP (LCP (IP (NP (DP (DT 该)) (NP (NN 船员))) (VP (VV 拍摄) (NP (NN 照片)))) (LC 时)) (PU ，) (NP (DNP (NP (NR P地)) (DEG 的)) (NP (NN 地方时))) (VP (VC 为) (NP (NT 16时)))) )!@#!@#!@#!@#指示_0(该船员拍摄照片时，P地的地方时,16时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
2-A!@#拍摄照片的当天，漠河的夜长约为	16小时!@#None!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 16小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 16 小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 16小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 16 小时!@#VV NN DEG time PU loc DEG NN AD VC time!@#VV NN DEG NT PU NR DEG NN AD VC CD!@#3 10!@#3 10!@#5!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (CP (IP (VV 拍摄))) (NP (NN 照片))) (DEG 的)) (NP (NT 当天))) (PU ，) (NP (DNP (NP (NR 漠河)) (DEG 的)) (NP (NN 夜长))) (VP (ADVP (AD 约)) (VP (VC 为) (NP (NT 16小时))))) )!@#!@#!@#!@#指示_0(拍摄照片的当天，漠河的夜长,16小时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@# null!@#名词短语+动词短语!@#9!@#8!@#
2-B!@#拍摄照片的当天，漠河的夜长约为	14小时!@#None!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 14小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 14 小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 14小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 14 小时!@#VV NN DEG time PU loc DEG NN AD VC time!@#VV NN DEG NT PU NR DEG NN AD VC CD!@#3 10!@#3 10!@#5!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (CP (IP (VV 拍摄))) (NP (NN 照片))) (DEG 的)) (NP (NT 当天))) (PU ，) (NP (DNP (NP (NR 漠河)) (DEG 的)) (NP (NN 夜长))) (VP (ADVP (AD 约)) (VP (VC 为) (NP (NT 14小时))))) )!@#!@#!@#!@#指示_0(拍摄照片的当天，漠河的夜长,14小时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#8!@#
2-C!@#拍摄照片的当天，漠河的夜长约为	10小时!@#None!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 10小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 10 小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 10小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 10 小时!@#VV NN DEG time PU loc DEG NN AD VC time!@#VV NN DEG NT PU NR DEG NN AD VC CD!@#3 10!@#3 10!@#5!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (CP (IP (VV 拍摄))) (NP (NN 照片))) (DEG 的)) (NP (NT 当天))) (PU ，) (NP (DNP (NP (NR 漠河)) (DEG 的)) (NP (NN 夜长))) (VP (ADVP (AD 约)) (VP (VC 为) (NP (NT 10小时))))) )!@#!@#!@#!@#指示_0(拍摄照片的当天，漠河的夜长,10小时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#8!@#
2-D!@#拍摄照片的当天，漠河的夜长约为	12小时!@#None!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 12小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 12 小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 12小时!@#拍摄 照片 的 当天 ， 漠河 的 夜长 约 为 12 小时!@#VV NN DEG time PU loc DEG NN AD VC time!@#VV NN DEG NT PU NR DEG NN AD VC CD!@#3 10!@#3 10!@#5!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (CP (IP (VV 拍摄))) (NP (NN 照片))) (DEG 的)) (NP (NT 当天))) (PU ，) (NP (DNP (NP (NR 漠河)) (DEG 的)) (NP (NN 夜长))) (VP (ADVP (AD 约)) (VP (VC 为) (NP (NT 12小时))))) )!@#!@#!@#!@#指示_0(拍摄照片的当天，漠河的夜长,12小时)!@#指示!@#0_9!@#0-10!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#8!@#
3-A!@#该船即将进入	巴拿马运河!@#None!@#该 船 即将 进入 巴拿马运河!@#该 船 即将 进入 巴拿马 运河!@#该 船 即将 进入 巴拿马运河!@#该 船 即将 进入 巴拿马运河!@#DT NN AD VV loc!@#DT NN AD VV NR!@#!@#!@#4!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 船))) (VP (ADVP (AD 即将)) (VP (VV 进入) (NP (NR 巴拿马运河))))) )!@#!@#!@#!@#其他陈述_0(该船,即将进入,巴拿马运河)!@#其他陈述!@#!@#0-4!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#null!@#名词短语+动词短语!@#3!@#!@#
3-B!@#该船即将进入	麦哲伦海峡!@#None!@#该 船 即将 进入 麦哲伦海峡!@#该 船 即将 进入 麦哲伦 海峡!@#该 船 即将 进入 麦哲伦 海峡!@#该 船 即将 进入 麦哲伦 海峡!@#DT NN AD VV loc!@#DT NN AD VV NR!@#!@#!@#4!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 船))) (VP (ADVP (AD 即将)) (VP (VV 进入) (NP (NR 麦哲伦海峡))))) )!@#!@#!@#!@#其他陈述_0(该船,即将进入,麦哲伦海峡)!@#其他陈述!@#!@#0-4!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
3-C!@#该船即将进入	德雷克海峡!@#None!@#该 船 即将 进入 德雷克海峡!@#该 船 即将 进入 德雷克 海峡!@#该 船 即将 进入 德雷克海峡!@#该 船 即将 进入 德雷克海峡!@#DT NN AD VV loc!@#DT NN AD VV NR!@#!@#!@#4!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 船))) (VP (ADVP (AD 即将)) (VP (VV 进入) (NP (NR 德雷克海峡))))) )!@#!@#!@#!@#其他陈述_0(该船,即将进入,德雷克海峡)!@#其他陈述!@#!@#0-4!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#!@#
