编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#图1所示古海岸线分布地区地势的总体变化趋势是	由东北向西南倾斜!@#None!@#图1 所示 古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 东北 向 西南 倾斜!@#图1 所示 古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 东北 向 西南 倾斜!@#图1 所示古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 东北 向 西南 倾斜!@#图1 所示古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 东北 向 西南 倾斜!@#!@#NN VV JJ NN NN NN NN DEG NN NN NN VC P NN P NN VV!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#运动_0(图1所示古海岸线分布地区地势,由东北向西南,倾斜)!@#运动!@#0_16!@#0-16!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@# null!@#名词短语+动词短语!@#11!@#!@#
1-B!@#图1所示古海岸线分布地区地势的总体变化趋势是	由西向东倾斜!@#None!@#图1 所示 古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 西 向 东 倾斜!@#图1 所示 古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 西 向 东 倾斜!@#图1 所示古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 西 向东 倾斜!@#图1 所示古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 西 向 东 倾斜!@#!@#NN VV JJ NN NN NN NN DEG NN NN NN VC P NN P NN VV!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#运动_0(图1所示古海岸线分布地区地势,由西向东,倾斜)!@#运动!@#0_16!@#0-16!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
1-C!@#图1所示古海岸线分布地区地势的总体变化趋势是	由西北向东南倾斜!@#None!@#图1 所示 古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 西北 向 东南 倾斜!@#图1 所示 古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 西北 向 东南 倾斜!@#图1 所示古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 西北 向东南 倾斜!@#图1 所示古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 西北 向 东南 倾斜!@#!@#NN VV JJ NN NN NN NN DEG NN NN NN VC P NN P NN VV!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#运动_0(图1所示古海岸线分布地区地势,由西北向东南,倾斜)!@#运动!@#0_16!@#0-16!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
1-D!@#图1所示古海岸线分布地区地势的总体变化趋势是	由北向南倾斜!@#None!@#图1 所示 古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 北 向 南 倾斜!@#图1 所示 古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 北 向 南 倾斜!@#图1 所示古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 北 向 南 倾斜!@#图1 所示古 海岸线 分布 地区 地势 的 总体 变化 趋势 是 由 北 向 南 倾斜!@#!@#NN VV JJ NN NN NN NN DEG NN NN NN VC P NN P NN VV!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#运动_0(图1所示古海岸线分布地区地势,由北向南,倾斜)!@#运动!@#0_16!@#0-16!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
2-A!@#该地区5000年来海岸线位置的变化，反映了	海平面间歇性下降!@#None!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 海平面 间歇性 下降!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 海平面 间歇性 下降!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 海平 面间 歇性 下降!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 海平 面间 歇性 下降!@#!@#DT NN NN NT VV NN NN DEG NN PU VV AS NN NN VV!@#3!@#!@#0 1 2!@#!@#!@#!@#!@#!@#其他关联_0(该地区5000年来海岸线位置的变化,反映了,海平面间歇性下降)!@#其他关联!@#!@#运动_0(海平面,#,间歇性下降)!@#运动!@#0_14!@#12-14!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# 陈述句!@#动词短语!@#10!@#!@#
2-B!@#该地区5000年来海岸线位置的变化，反映了	气候持续性变暖!@#None!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 气候 持续性 变暖!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 气候 持续性 变暖!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 气候 持续性 变暖!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 气候 持续性 变暖!@#!@#DT NN NN NT VV NN NN DEG NN PU VV AS NN NN VA!@#3!@#!@#0 1 2!@#!@#!@#!@#!@#!@#其他关联_0(该地区5000年来海岸线位置的变化,反映了,气候持续性变暖)!@#其他关联!@#!@#变化_0(气候,,持续性变暖)!@#变化!@#0_14!@#12-14!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-C!@#该地区5000年来海岸线位置的变化，反映了	海滨泥沙不断淤积!@#None!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 海滨 泥沙 不断 淤积!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 海滨 泥沙 不断 淤积!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 海滨 泥沙 不断 淤积!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 海滨 泥沙 不断 淤积!@#!@#DT NN NN NT VV NN NN DEG NN PU VV AS NN NN AD VV!@#3!@#!@#0 1 2!@#!@#!@#!@#!@#!@#其他关联_0(该地区5000年来海岸线位置的变化,反映了,海滨泥沙不断淤积)!@#其他关联!@#!@#其他陈述_0(海滨泥沙,#,淤积)!@#其他陈述!@#!@#12-15!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
2-D!@#该地区5000年来海岸线位置的变化，反映了	地壳阶段性下沉!@#None!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 地壳 阶段性 下沉!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 地壳 阶段性 下沉!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 地壳 阶段性 下沉!@#该 地 区 5000年 来 海岸线 位置 的 变化 ， 反映 了 地壳 阶段性 下沉!@#!@#DT NN NN NT VV NN NN DEG NN PU VV AS NN NN VV!@#3!@#!@#0 1 2!@#!@#!@#!@#!@#!@#其他关联_0(该地区5000年来海岸线位置的变化,反映了,地壳阶段性下沉)!@#其他关联!@#!@#运动_0(地壳,,阶段性下沉)!@#运动!@#0_14!@#12-14!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#!@#
3-A!@#与天津市其他地区相比，北部地区降水较多的原因主要是	锋面过境频繁!@#None!@#与 天津市 其他 地区 相比 ， 北部 地区 降水 较 多 的 原因 主要 是 锋面 过境 频繁!@#与 天津市 其他 地区 相比 ， 北部 地区 降水 较 多 的 原因 主要 是 锋面 过境 频繁!@#与 天津市 其他 地区 相比 ， 北部 地区 降水 较 多 的 原因 主要 是 锋面 过境 频繁!@#与 天津市 其他 地区 相比 ， 北部 地区 降水 较 多 的 原因 主要 是 锋面 过境 频繁!@#!@#P NR DT NN VV PU NN NN NN AD VA DEC NN AD VC NN NN VA!@#!@#!@#1!@#15!@#!@#!@#!@#!@#原因_0(与天津市其他地区相比，北部地区降水较多的原因,锋面过境频繁)!@#原因!@#0_12!@#其他陈述_0(锋面过境,,频繁)!@#其他陈述!@#!@#15-17!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# 比较!@#名词短语+动词短语!@#14!@#!@#
3-B!@#与天津市其他地区相比，北部地区降水较多的原因主要是	地处迎风坡!@#None!@#与 天津市 其他 地区 相比 ， 北部 地区 降水 较 多 的 原因 主要 是 地处 迎风坡!@#与 天津市 其他 地区 相比 ， 北部 地区 降水 较 多 的 原因 主要 是 地处 迎风坡!@#与 天津市 其他 地区 相比 ， 北部 地区 降水 较 多 的 原因 主要 是 地处 迎风坡!@#与 天津市 其他 地区 相比 ， 北部 地区 降水 较 多 的 原因 主要 是 地处 迎风坡!@#!@#P NR DT NN VV PU NN NN NN AD VA DEC NN AD VC VV NN!@#!@#!@#1!@#15!@#!@#!@#!@#!@#原因_0(与天津市其他地区相比，北部地区降水较多的原因,地处迎风坡)!@#原因!@#0_12!@#!@#!@#!@#0-15!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
